Delivery_person_Age,Delivery_person_Ratings,Distance_km,Order_to_pickup_min,multiple_deliveries,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,Festival,City,Time_taken(min)
31,4.2,9.07434222926449,10.0,1,windy,medium,meal,electric_scooter,no,metropolitian,32
37,4.6,3.0589506421330555,15.0,1,stormy,high,buffet,electric_scooter,no,urban,28
20,4.5,7.601870282547478,5.0,1,sandstorms,jam,drinks,motorcycle,no,metropolitian,29
28,4.5,1.4899271643865588,10.0,1,sandstorms,low,snack,motorcycle,no,metropolitian,27
22,4.9,1.5545816630911855,5.0,0,cloudy,low,snack,motorcycle,no,metropolitian,11
20,4.7,9.219708856174128,5.0,1,cloudy,medium,buffet,motorcycle,no,urban,13
34,4.8,19.618968653878262,5.0,1,windy,low,buffet,scooter,no,metropolitian,27
38,4.8,6.209259882041872,5.0,1,windy,high,snack,scooter,no,metropolitian,25
32,4.5,6.036244196933988,5.0,1,cloudy,high,buffet,motorcycle,no,metropolitian,27
34,4.9,16.853347148215086,10.0,1,sunny,low,snack,scooter,no,metropolitian,26
33,3.9,13.612594236925657,5.0,1,windy,medium,meal,electric_scooter,no,metropolitian,32
34,4.5,3.025144329113595,10.0,1,windy,low,meal,motorcycle,no,metropolitian,25
32,4.6,4.717601092054723,15.0,1,stormy,jam,meal,motorcycle,no,metropolitian,32
34,4.7,7.7725232004434295,15.0,1,sunny,jam,drinks,motorcycle,no,metropolitian,29
26,4.6,10.641436955070953,5.0,0,cloudy,jam,buffet,scooter,no,metropolitian,32
31,4.0,12.42069253996503,10.0,1,cloudy,low,drinks,motorcycle,no,metropolitian,35
39,4.8,6.081185877714606,15.0,1,sunny,high,drinks,motorcycle,no,metropolitian,27
27,4.8,1.572533729286321,10.0,0,sunny,low,meal,motorcycle,no,metropolitian,15
32,5.0,7.683355299930933,15.0,1,cloudy,jam,buffet,scooter,no,urban,27
32,4.5,7.568033295671673,5.0,1,stormy,medium,meal,motorcycle,no,metropolitian,30
39,4.1,10.564540523828974,10.0,1,sunny,medium,snack,motorcycle,no,metropolitian,32
36,4.8,1.5323350156090414,5.0,0,stormy,low,meal,electric_scooter,no,metropolitian,25
37,4.1,4.65713301884333,15.0,1,windy,medium,buffet,motorcycle,no,metropolitian,38
37,4.8,9.054052950169497,5.0,1,fog,jam,meal,scooter,no,metropolitian,26
38,3.7,16.853347148215086,10.0,1,stormy,jam,meal,motorcycle,no,metropolitian,31
28,4.7,3.0182264849996012,15.0,1,stormy,high,drinks,scooter,no,metropolitian,28
34,3.8,16.852118690780628,15.0,0,stormy,medium,meal,scooter,no,metropolitian,31
32,4.9,17.074904296042025,10.0,1,cloudy,low,buffet,motorcycle,no,metropolitian,29
22,4.7,8.937527873529229,5.0,0,windy,low,buffet,motorcycle,no,urban,17
31,4.0,13.620357163029361,10.0,3,windy,medium,drinks,motorcycle,yes,metropolitian,45
27,4.0,12.434585525064866,15.0,1,sandstorms,medium,meal,motorcycle,no,metropolitian,34
29,4.9,17.137487720369517,10.0,0,windy,jam,drinks,scooter,no,metropolitian,24
38,4.8,9.348325936764454,15.0,3,sandstorms,jam,meal,motorcycle,no,metropolitian,44
35,4.8,7.601874226722028,15.0,2,cloudy,jam,snack,motorcycle,no,metropolitian,36
31,4.9,4.657654937060173,5.0,0,sunny,jam,meal,motorcycle,no,metropolitian,28
30,4.3,13.970007989574006,5.0,2,windy,medium,drinks,scooter,no,metropolitian,37
24,4.9,9.435201537430714,5.0,0,fog,medium,snack,motorcycle,no,urban,10
33,4.8,13.830053479838845,15.0,0,stormy,low,drinks,motorcycle,no,urban,23
29,4.6,10.278596687703995,15.0,0,sandstorms,low,meal,motorcycle,no,metropolitian,22
38,4.6,6.117761953594232,10.0,1,stormy,high,snack,scooter,no,metropolitian,26
26,4.9,9.056095962462345,5.0,1,sandstorms,jam,drinks,motorcycle,no,metropolitian,34
39,4.8,6.29013467763468,15.0,0,sandstorms,medium,buffet,scooter,no,metropolitian,26
34,4.2,9.193093962702912,10.0,1,stormy,low,meal,motorcycle,no,metropolitian,28
26,4.7,8.942954308598226,10.0,0,windy,low,snack,motorcycle,no,metropolitian,14
35,4.7,6.050551152462876,5.0,1,cloudy,medium,meal,motorcycle,no,metropolitian,17
36,4.2,4.657579589646204,5.0,1,sandstorms,medium,drinks,motorcycle,no,metropolitian,37
24,2.6,16.660108123693192,15.0,1,sunny,low,drinks,motorcycle,yes,metropolitian,42
33,4.3,16.826241648658115,10.0,1,cloudy,medium,meal,motorcycle,no,metropolitian,34
26,4.6,16.787888950840177,15.0,1,windy,medium,buffet,motorcycle,no,metropolitian,25
32,5.0,17.074256778794595,15.0,1,windy,jam,buffet,scooter,no,urban,30
37,4.9,13.403654333869842,15.0,2,fog,jam,meal,motorcycle,no,metropolitian,48
26,4.9,20.285402098849676,0.0,1,stormy,low,drinks,scooter,no,metropolitian,18
31,4.8,20.253518127453113,5.0,0,stormy,low,drinks,scooter,no,metropolitian,28
37,4.6,13.9707596607468,5.0,1,stormy,medium,buffet,motorcycle,no,urban,26
26,4.7,16.827472773146095,15.0,0,sunny,jam,drinks,scooter,no,urban,16
37,4.8,4.537571350180709,5.0,0,cloudy,jam,meal,motorcycle,no,metropolitian,25
22,4.6,20.44292976252901,10.0,0,sunny,jam,drinks,motorcycle,no,metropolitian,22
21,4.4,4.560926278066122,15.0,0,windy,low,drinks,motorcycle,no,metropolitian,15
22,4.0,1.5524082366562466,10.0,1,sandstorms,low,snack,motorcycle,no,urban,28
38,4.5,1.5524171512659315,5.0,1,windy,low,meal,motorcycle,no,urban,20
28,4.0,6.2086819840397665,15.0,1,stormy,high,buffet,motorcycle,no,metropolitian,32
29,4.7,20.44292976252901,5.0,0,sandstorms,jam,meal,scooter,no,urban,17
31,4.9,6.0589191822901425,15.0,1,cloudy,high,drinks,motorcycle,no,metropolitian,38
24,4.8,3.0405702571576674,10.0,0,cloudy,low,snack,scooter,no,metropolitian,14
33,4.8,6.29013467763468,15.0,1,windy,medium,buffet,motorcycle,no,metropolitian,26
26,4.9,13.788957415778517,5.0,1,sandstorms,jam,snack,motorcycle,no,metropolitian,30
20,4.7,7.790401204068506,15.0,1,cloudy,jam,snack,scooter,no,metropolitian,29
29,4.8,19.762382255532906,5.0,0,windy,low,buffet,scooter,no,urban,12
32,4.0,10.867366120252031,5.0,3,windy,medium,buffet,motorcycle,yes,urban,49
20,4.9,16.659917302375398,10.0,1,fog,medium,meal,motorcycle,no,metropolitian,42
26,5.0,10.867138302160432,15.0,1,sandstorms,medium,meal,electric_scooter,no,urban,24
38,4.8,16.72115728076054,10.0,1,cloudy,jam,buffet,motorcycle,no,metropolitian,46
34,4.6,6.176576611953425,5.0,1,sandstorms,high,meal,electric_scooter,no,urban,27
27,4.5,2.9795000083819434,5.0,0,stormy,low,snack,motorcycle,no,metropolitian,13
29,5.0,10.593374354489852,15.0,1,windy,jam,drinks,motorcycle,no,metropolitian,25
24,4.9,19.76106632827125,15.0,1,windy,jam,drinks,motorcycle,no,urban,24
21,4.9,1.5125847685793798,15.0,0,cloudy,low,buffet,motorcycle,no,metropolitian,12
33,4.4,1.465185811091463,15.0,1,windy,low,drinks,motorcycle,no,metropolitian,24
35,4.7,9.055898607912091,10.0,1,sandstorms,jam,meal,motorcycle,no,metropolitian,29
35,4.7,12.46418980459368,5.0,1,stormy,low,snack,scooter,no,metropolitian,18
29,4.8,10.707345040408097,10.0,1,cloudy,low,drinks,motorcycle,no,metropolitian,23
21,4.9,12.256076445468295,5.0,1,windy,low,buffet,motorcycle,no,metropolitian,19
29,4.6,17.078934089494954,5.0,1,windy,jam,meal,motorcycle,no,urban,29
22,4.7,13.973206773137713,15.0,0,sunny,jam,snack,motorcycle,no,metropolitian,24
24,4.4,11.90494293616778,15.0,0,cloudy,jam,meal,scooter,no,metropolitian,40
23,4.9,1.5544659606035225,15.0,0,stormy,high,snack,scooter,no,metropolitian,22
33,4.1,12.464528059716372,5.0,1,sandstorms,medium,drinks,motorcycle,no,metropolitian,43
35,4.6,16.90249592854745,15.0,1,windy,medium,meal,scooter,no,metropolitian,26
21,4.7,4.674318760489487,15.0,0,windy,medium,buffet,scooter,no,metropolitian,27
39,4.4,13.96960642768458,10.0,2,fog,low,meal,motorcycle,no,metropolitian,35
34,4.8,7.761160094160204,5.0,1,windy,low,drinks,scooter,no,metropolitian,27
29,4.9,6.081389116676368,15.0,1,cloudy,high,drinks,motorcycle,no,urban,27
20,4.7,3.0597099613184353,5.0,0,fog,low,buffet,scooter,no,metropolitian,17
20,4.8,11.007734763744617,15.0,0,sandstorms,low,drinks,motorcycle,no,urban,17
30,4.7,9.054052950169497,0.0,0,sunny,low,drinks,motorcycle,no,metropolitian,15
37,4.7,19.087110814122536,10.0,1,fog,jam,buffet,scooter,no,metropolitian,39
26,5.0,16.903843893839564,5.0,1,sunny,medium,drinks,motorcycle,no,metropolitian,18
32,4.9,12.580267822400963,10.0,3,cloudy,medium,meal,motorcycle,yes,urban,48
21,4.7,13.787860239172547,10.0,0,fog,low,drinks,scooter,no,metropolitian,28
35,4.8,3.105133735234752,5.0,0,sandstorms,low,snack,scooter,no,metropolitian,29
39,4.6,4.527261449200724,15.0,0,sandstorms,medium,buffet,motorcycle,no,urban,32
39,5.0,20.183799025948787,5.0,1,cloudy,low,meal,motorcycle,no,metropolitian,41
27,4.9,10.92420466208724,10.0,2,cloudy,jam,drinks,motorcycle,no,metropolitian,39
33,4.8,4.65694538594946,5.0,0,fog,medium,drinks,scooter,no,metropolitian,16
33,4.8,19.976712110350487,10.0,3,fog,jam,meal,motorcycle,no,metropolitian,48
37,4.7,10.868263117988388,15.0,0,cloudy,medium,buffet,motorcycle,no,metropolitian,40
20,4.6,3.116253656338934,10.0,0,stormy,low,drinks,motorcycle,no,urban,11
20,4.6,12.580267822400963,10.0,1,sunny,jam,buffet,motorcycle,no,urban,19
31,4.2,10.724879289478304,5.0,1,cloudy,jam,drinks,scooter,no,urban,35
27,4.6,3.1161417126181274,10.0,0,sunny,high,buffet,electric_scooter,no,metropolitian,16
37,4.9,7.573467821949914,15.0,0,fog,medium,drinks,scooter,no,urban,15
34,4.4,7.762944133594541,15.0,1,stormy,jam,buffet,scooter,no,urban,31
25,4.7,9.348114492434787,10.0,0,fog,low,snack,motorcycle,no,urban,11
37,4.7,7.631511903978476,10.0,1,cloudy,low,meal,motorcycle,no,urban,22
27,5.0,6.217824017922212,5.0,0,fog,high,drinks,motorcycle,no,metropolitian,24
36,4.7,3.073618468414786,15.0,0,cloudy,low,snack,electric_scooter,no,urban,16
20,4.9,1.572533729286321,15.0,1,cloudy,high,drinks,motorcycle,no,metropolitian,31
28,4.7,10.906379593113723,15.0,1,fog,jam,snack,scooter,no,metropolitian,31
36,4.0,3.145067434621583,10.0,0,windy,low,buffet,motorcycle,no,metropolitian,33
20,4.7,7.761839422154042,5.0,1,stormy,low,drinks,scooter,no,metropolitian,16
22,4.7,16.85361872985359,10.0,1,windy,low,buffet,motorcycle,no,metropolitian,16
34,4.8,1.5202925485985417,5.0,1,cloudy,low,buffet,electric_scooter,no,metropolitian,18
25,4.8,16.660108123693192,15.0,0,windy,medium,drinks,scooter,no,metropolitian,26
38,5.0,7.631520637738293,15.0,1,sandstorms,jam,meal,scooter,no,metropolitian,34
34,3.5,11.917680464391145,5.0,1,windy,medium,snack,motorcycle,no,metropolitian,32
24,4.9,16.659979129063025,5.0,0,windy,jam,drinks,motorcycle,no,metropolitian,22
33,4.6,13.58308621493501,10.0,2,windy,jam,snack,motorcycle,yes,urban,50
21,4.6,3.0270968572420225,5.0,1,stormy,high,snack,scooter,no,urban,16
25,4.6,9.081116432461174,10.0,0,stormy,medium,drinks,motorcycle,no,metropolitian,23
23,4.9,6.0588489445304,5.0,1,windy,high,buffet,motorcycle,no,metropolitian,19
34,4.9,7.325299567377126,15.0,1,stormy,low,snack,motorcycle,no,metropolitian,25
25,4.7,10.757050667280428,5.0,1,fog,medium,snack,scooter,no,metropolitian,37
28,4.9,13.481328211108043,5.0,0,sandstorms,low,drinks,electric_scooter,no,metropolitian,10
34,3.7,16.85208641567295,10.0,1,stormy,jam,buffet,scooter,no,metropolitian,34
24,4.5,16.381598593369365,10.0,1,stormy,low,meal,scooter,no,metropolitian,14
38,4.6,9.17624749258827,10.0,1,sandstorms,jam,buffet,scooter,no,metropolitian,30
32,4.8,13.216577965789572,15.0,0,sunny,medium,buffet,motorcycle,no,metropolitian,17
28,5.0,13.735953712154569,15.0,0,sandstorms,medium,buffet,motorcycle,no,metropolitian,29
29,4.5,13.406000552536867,10.0,1,fog,medium,drinks,motorcycle,no,metropolitian,37
28,4.8,20.177742451194362,10.0,0,sandstorms,jam,drinks,electric_scooter,no,metropolitian,23
39,4.8,7.771834302405086,10.0,1,windy,jam,drinks,motorcycle,no,metropolitian,30
39,4.8,11.007734763744617,15.0,1,windy,jam,buffet,scooter,no,metropolitian,29
26,4.8,3.025332706173566,10.0,0,windy,low,buffet,scooter,no,metropolitian,14
33,4.8,4.539068203248638,10.0,1,stormy,low,buffet,electric_scooter,no,metropolitian,28
37,4.9,4.494246018081997,15.0,0,sandstorms,jam,drinks,scooter,no,metropolitian,27
24,4.6,14.022476786450992,5.0,1,sandstorms,low,snack,motorcycle,no,metropolitian,16
36,5.0,12.209917964427529,5.0,2,sandstorms,jam,meal,motorcycle,no,metropolitian,43
22,4.7,13.631282080461874,5.0,3,fog,medium,snack,motorcycle,no,metropolitian,44
21,4.6,4.610613705052655,5.0,1,stormy,medium,meal,motorcycle,no,metropolitian,22
33,4.7,3.1051314775458967,5.0,1,fog,low,drinks,scooter,no,metropolitian,18
27,4.1,3.0188284633848217,5.0,0,stormy,low,drinks,motorcycle,no,metropolitian,16
30,4.2,10.641490945494409,5.0,1,cloudy,jam,buffet,motorcycle,no,metropolitian,46
22,4.8,12.580267822400963,10.0,0,sunny,medium,buffet,motorcycle,no,metropolitian,26
20,4.9,10.906379593113723,5.0,1,stormy,medium,drinks,scooter,no,urban,17
31,4.4,10.867434750937747,5.0,1,sandstorms,jam,buffet,motorcycle,no,metropolitian,44
36,4.6,4.561267998364189,10.0,1,fog,medium,drinks,scooter,no,metropolitian,17
39,4.9,11.917680464391145,10.0,2,windy,jam,snack,motorcycle,no,urban,43
32,4.7,16.903235903519843,15.0,1,fog,low,meal,motorcycle,no,metropolitian,41
23,4.2,11.007734763744617,10.0,0,windy,medium,drinks,motorcycle,no,metropolitian,34
30,3.8,12.161642370389037,10.0,1,windy,jam,buffet,scooter,yes,metropolitian,40
26,4.7,3.0249963435107836,5.0,0,windy,low,meal,scooter,no,urban,16
21,4.9,1.5204319193295497,10.0,0,stormy,high,buffet,motorcycle,no,urban,13
23,4.6,4.674341511234465,15.0,1,stormy,medium,drinks,scooter,no,metropolitian,29
22,4.9,3.0405372416448646,10.0,1,sandstorms,high,meal,motorcycle,no,metropolitian,24
39,4.5,4.5611524272563715,10.0,1,cloudy,medium,drinks,motorcycle,no,metropolitian,16
32,4.1,7.760937776419092,5.0,1,stormy,jam,drinks,scooter,no,metropolitian,34
25,4.7,16.388699354723066,15.0,0,stormy,jam,drinks,motorcycle,no,metropolitian,20
30,5.0,6.081440911759754,15.0,1,fog,high,snack,motorcycle,no,metropolitian,28
25,4.8,20.182482607604513,15.0,0,fog,medium,drinks,scooter,no,metropolitian,30
26,4.7,14.022136830289478,15.0,0,stormy,low,snack,scooter,no,metropolitian,14
30,4.6,6.232177403679017,5.0,1,windy,high,snack,motorcycle,no,urban,30
31,4.3,2.97659809337445,15.0,1,windy,low,drinks,motorcycle,no,metropolitian,25
33,4.8,12.100079055614344,10.0,0,sunny,low,buffet,motorcycle,no,metropolitian,28
20,5.0,9.177484636525243,5.0,0,sunny,low,drinks,scooter,no,metropolitian,17
36,4.3,20.20634489518928,15.0,1,windy,jam,meal,scooter,no,urban,33
20,4.9,13.789707457540985,15.0,1,sandstorms,medium,snack,motorcycle,no,metropolitian,36
38,4.1,14.15280068944862,10.0,2,sandstorms,jam,snack,scooter,no,metropolitian,38
37,4.7,9.087937068015972,10.0,0,cloudy,jam,meal,motorcycle,no,metropolitian,25
28,5.0,16.38489468676721,5.0,2,fog,jam,buffet,scooter,no,metropolitian,40
39,3.5,12.419724873245404,5.0,0,cloudy,low,meal,motorcycle,no,urban,32
31,4.0,12.29378731203682,15.0,0,cloudy,jam,snack,scooter,no,metropolitian,42
30,4.9,7.683177078354373,5.0,1,sunny,low,snack,motorcycle,no,urban,27
27,4.9,13.621549892287803,10.0,1,sandstorms,jam,drinks,motorcycle,no,metropolitian,25
30,4.9,7.660957436559021,0.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,24
29,4.5,20.183799025948787,5.0,1,cloudy,jam,snack,scooter,no,urban,30
35,4.5,19.34348721744278,5.0,1,windy,low,meal,motorcycle,no,metropolitian,22
34,4.9,3.025656084205931,15.0,0,windy,high,snack,motorcycle,no,metropolitian,31
37,4.8,12.463861442061555,5.0,1,stormy,low,buffet,scooter,no,metropolitian,16
34,4.9,4.469223038792308,5.0,1,sunny,jam,meal,motorcycle,no,metropolitian,25
31,4.9,3.145067434621583,10.0,0,cloudy,low,buffet,scooter,no,metropolitian,16
23,4.1,9.22014751541987,5.0,1,fog,jam,meal,electric_scooter,no,metropolitian,32
29,4.7,7.562950099273998,10.0,1,sunny,medium,snack,motorcycle,no,metropolitian,20
20,4.9,3.145067434621583,10.0,1,stormy,low,meal,motorcycle,no,urban,11
26,4.1,9.192119121311745,15.0,1,sandstorms,low,meal,motorcycle,no,urban,21
34,4.5,12.580267822400963,5.0,2,cloudy,jam,snack,motorcycle,yes,urban,44
34,4.9,7.631520637738293,15.0,1,fog,low,snack,motorcycle,no,metropolitian,19
21,4.7,4.595940524023754,5.0,1,stormy,jam,buffet,scooter,no,metropolitian,11
35,4.6,10.906470984869689,10.0,1,windy,low,snack,motorcycle,no,urban,23
20,4.7,16.384324359677578,5.0,0,stormy,low,snack,electric_scooter,no,metropolitian,12
24,4.1,19.88431857497891,15.0,1,cloudy,jam,buffet,electric_scooter,no,metropolitian,39
25,4.5,6.210543032489626,5.0,1,windy,high,snack,scooter,no,urban,16
22,4.8,4.589965403039351,5.0,1,cloudy,low,drinks,scooter,no,urban,17
38,4.7,13.580373876280879,10.0,0,windy,medium,meal,motorcycle,no,urban,24
29,4.3,6.210605364096597,15.0,1,cloudy,high,meal,scooter,no,urban,33
24,4.8,17.078934089494954,15.0,1,sandstorms,medium,snack,scooter,no,urban,29
36,4.8,20.555166462971748,15.0,1,fog,medium,buffet,motorcycle,no,metropolitian,42
31,4.7,7.447061074885405,5.0,1,windy,low,buffet,electric_scooter,no,metropolitian,28
20,4.8,4.663344843093785,10.0,1,fog,jam,snack,scooter,no,metropolitian,25
25,4.6,7.550439931734059,5.0,0,sunny,medium,snack,scooter,no,metropolitian,16
23,5.0,17.078665498349437,0.0,1,sandstorms,low,meal,scooter,no,urban,11
39,4.7,7.447061074885405,15.0,2,cloudy,medium,buffet,motorcycle,no,urban,34
21,4.7,17.097896810816284,15.0,0,cloudy,medium,snack,motorcycle,no,metropolitian,35
32,4.7,6.050486021641428,5.0,1,stormy,medium,drinks,scooter,no,metropolitian,25
36,4.9,19.618645096414927,5.0,1,sunny,jam,drinks,motorcycle,no,metropolitian,15
38,4.8,10.906324615073057,5.0,3,cloudy,jam,snack,motorcycle,no,metropolitian,49
34,4.3,17.077999100718277,10.0,1,sandstorms,medium,snack,motorcycle,no,metropolitian,35
23,2.5,16.721288103917214,0.0,1,sunny,low,buffet,motorcycle,no,metropolitian,34
32,3.6,20.206804295781904,5.0,1,stormy,jam,meal,scooter,no,urban,39
31,4.8,1.5524082366562466,15.0,1,fog,low,meal,motorcycle,no,metropolitian,26
22,4.6,12.435005114517457,15.0,1,sunny,jam,buffet,motorcycle,no,metropolitian,11
34,3.9,12.435256015114375,10.0,1,cloudy,low,drinks,electric_scooter,no,metropolitian,33
39,4.8,19.617824561450774,5.0,1,cloudy,jam,meal,motorcycle,no,metropolitian,47
21,5.0,11.923472540743209,10.0,0,cloudy,low,buffet,motorcycle,no,metropolitian,25
34,3.9,13.830709083522443,5.0,1,fog,low,meal,scooter,no,metropolitian,37
28,4.9,12.417003842687146,10.0,1,windy,medium,meal,motorcycle,no,metropolitian,15
34,4.9,1.5204696675466998,5.0,1,windy,low,buffet,motorcycle,no,metropolitian,20
21,4.7,20.18126391655723,10.0,0,sandstorms,jam,meal,motorcycle,no,metropolitian,29
30,4.6,3.025061641856169,15.0,1,fog,high,snack,electric_scooter,no,urban,30
36,5.0,9.348403522662325,10.0,1,fog,low,drinks,scooter,no,urban,16
25,4.5,1.5318406299867455,10.0,0,cloudy,low,meal,motorcycle,no,urban,24
38,4.3,17.078028601490022,15.0,0,sunny,jam,snack,scooter,no,metropolitian,31
24,5.0,6.118745338337485,15.0,0,sunny,high,drinks,scooter,no,urban,12
31,4.0,9.435201537430714,15.0,0,sandstorms,medium,drinks,motorcycle,no,metropolitian,34
31,4.7,12.116895848186626,5.0,1,sunny,medium,snack,electric_scooter,no,metropolitian,29
27,4.6,10.756961091860271,5.0,0,sunny,jam,drinks,motorcycle,no,metropolitian,13
23,4.8,3.105091096509636,10.0,1,fog,low,buffet,motorcycle,no,urban,11
25,4.7,20.182728114832916,5.0,1,sandstorms,medium,meal,scooter,no,urban,23
38,4.5,1.5127140854704322,5.0,0,windy,low,drinks,electric_scooter,no,metropolitian,24
32,4.8,12.463883024166657,10.0,0,sunny,medium,drinks,motorcycle,no,urban,26
22,4.3,10.429850454296803,10.0,1,stormy,jam,buffet,motorcycle,no,metropolitian,36
35,4.9,4.544194013501194,15.0,1,sandstorms,jam,drinks,scooter,no,metropolitian,31
35,4.1,17.09838855662463,15.0,1,sandstorms,medium,buffet,motorcycle,no,metropolitian,46
34,4.8,9.435201537430714,10.0,0,sunny,medium,snack,scooter,no,metropolitian,18
22,3.5,10.725566076623075,10.0,0,sunny,low,meal,motorcycle,no,metropolitian,33
28,4.9,7.762635434587253,5.0,1,stormy,medium,snack,scooter,no,metropolitian,24
35,3.6,10.564540523828974,15.0,0,fog,low,meal,motorcycle,no,urban,34
38,4.8,9.059751696610585,10.0,1,fog,low,meal,scooter,no,urban,17
31,5.0,9.177484636525243,5.0,1,fog,low,meal,motorcycle,no,metropolitian,28
26,5.0,4.494166054627451,15.0,1,cloudy,low,buffet,scooter,no,metropolitian,10
36,4.4,17.074806111801863,10.0,1,cloudy,medium,snack,motorcycle,no,urban,31
26,4.6,4.674173521866281,15.0,1,stormy,jam,drinks,motorcycle,no,metropolitian,32
25,4.3,13.405918573024547,5.0,0,cloudy,medium,meal,scooter,no,metropolitian,37
25,5.0,1.5525569843004514,10.0,1,cloudy,high,drinks,scooter,no,urban,32
30,4.7,12.580267822400963,10.0,0,sandstorms,medium,meal,motorcycle,no,urban,24
33,4.2,3.1046911695399038,10.0,1,cloudy,high,meal,scooter,no,metropolitian,39
39,4.9,12.463937409087931,5.0,1,stormy,medium,buffet,motorcycle,no,metropolitian,26
34,4.5,4.663432201620595,5.0,0,sandstorms,jam,snack,motorcycle,no,metropolitian,28
37,4.2,4.6105980334862275,15.0,1,windy,low,buffet,motorcycle,no,metropolitian,30
36,4.8,4.469157679084987,10.0,1,cloudy,low,meal,motorcycle,no,urban,20
29,4.9,10.724517748046026,15.0,2,fog,jam,meal,motorcycle,no,metropolitian,45
30,4.4,16.720605641529577,15.0,1,fog,low,buffet,electric_scooter,no,metropolitian,35
32,5.0,10.60258238247256,15.0,1,windy,jam,buffet,motorcycle,no,metropolitian,43
21,4.8,10.724879289478304,10.0,1,stormy,low,meal,motorcycle,no,urban,13
24,4.2,20.180911382710004,15.0,1,cloudy,medium,drinks,scooter,no,metropolitian,35
28,4.9,12.099390766641623,10.0,1,sunny,jam,snack,motorcycle,no,metropolitian,25
